record,speech,silence,noise,music
train_4286,84,16,0,0
train_4287,95,5.22,0.16,0
train_4288,93,6.5,0,0
train_4289,83,17.42,0,0
train_4290,67,22.67,10.26,0
train_4291,95,4.5,0.76,0
train_4292,97,2.97,0,0
train_4293,86,11.81,2.34,0
train_4294,38,13.61,48.8,0
train_4295,89,10.59,0.5,0
train_4296,88,11.23,0.4,0
train_4297,49,0,51.23,0
train_4298,96,4.34,0,0
train_4299,49,0,51.39,0
train_4300,60,34.13,6.02,0
train_4301,86,12.43,1.13,0
train_4302,71,22.22,6.64,0
train_4303,64,30.77,5.2,0
train_4304,63,32.47,4.23,0
train_4305,55,27.93,16.56,0
train_4306,95,0.93,4.38,0
train_4307,87,12.58,0,0
train_4308,96,3.61,0,0
train_4309,88,9.67,1.94,0
train_4310,92,7.84,0,0
train_4311,90,2.93,6.92,0
train_4312,56,0,43.99,0
train_4313,79,16.37,4.36,0
train_4314,82,17.41,0.41,0
train_4315,62,5.32,20.71,11.45
train_4316,86,14.27,0,0
train_4317,93,6.54,0,0
train_4318,81,16.62,2.72,0
train_4319,92,7.57,0,0
train_4320,82,18.3,0,0
train_4321,81,18.96,0,0
train_4322,87,7.11,5.87,0
train_4323,88,10.69,0.73,0.24
train_4324,91,8.48,0,0
train_4325,84,15.02,1.01,0
train_4326,96,0,3.91,0
train_4327,89,4.71,6.56,0
train_4328,85,10.89,3.94,0
train_4329,44,4.94,51.02,0
train_4330,98,2.38,0,0
train_4331,83,9.46,7.38,0
train_4332,75,25.05,0,0
train_4333,85,10.62,4.56,0
train_4334,63,13.23,24.02,0
train_4335,91,8.6,0,0
train_4336,42,14.53,42.56,1.29
train_4337,95,3.69,0.91,0
train_4338,91,9.09,0,0
train_4339,89,8.05,2.6,0
train_4340,85,14.98,0,0
train_4341,70,16.56,12.45,1.24
train_4342,84,16.39,0,0
train_4343,77,13.38,9.46,0
train_4344,90,10.13,0,0
train_4345,71,15,13.98,0
train_4346,47,1.62,51.77,0
train_4347,91,5.69,3.62,0
train_4348,80,18.49,1.54,0
